chr	start	end	H3K36me3	H3K4me3
1	19700000	19710000	0	0
1	19710000	19720000	0	0
1	19720000	19730000	0	0
1	19730000	19740000	0	0
1	19740000	19750000	0	0
1	19750000	19760000	0	0
1	19760000	19770000	0	0
1	19770000	19780000	0	0
1	19780000	19790000	0	0
1	19790000	19800000	0	0
1	19800000	19810000	0	0
1	19810000	19820000	0	0
1	19820000	19830000	0	0
1	19830000	19840000	0	0
1	19840000	19850000	0	0
1	19850000	19860000	0	0
1	19860000	19870000	0	0
1	19870000	19880000	0	0
1	19880000	19890000	0	0
1	19890000	19900000	0	0
1	19900000	19910000	0	0
1	19910000	19920000	0	0
1	19920000	19930000	0	0
1	19930000	19940000	0	0
1	19940000	19950000	0	0
1	19950000	19960000	0	0
1	19960000	19970000	0	0
1	19970000	19980000	0	0
1	19980000	19990000	0	0
1	19990000	20000000	0	0
1	20000000	20010000	0	0
1	20010000	20020000	0	0
1	20020000	20030000	0	0
1	20030000	20040000	0	0
1	20040000	20050000	0	0
1	20050000	20060000	0	0
1	20060000	20070000	0	0
1	20070000	20080000	0	0
1	20080000	20090000	0	0
1	20090000	20100000	0	0
1	20100000	20110000	0	0
1	20110000	20120000	0	0
1	20120000	20130000	0	0
1	20130000	20140000	0	0
1	20140000	20150000	0	0
1	20150000	20160000	0	0
1	20160000	20170000	0	0
1	20170000	20180000	0	0
1	20180000	20190000	0	0
1	20190000	20200000	0	0
1	20200000	20210000	0	0
1	20210000	20220000	0	0
1	20220000	20230000	0	0
1	20230000	20240000	0	0
1	20240000	20250000	0	0
1	20250000	20260000	0	0
1	20260000	20270000	0	0
1	20270000	20280000	0	0
1	20280000	20290000	0	0
1	20290000	20300000	0	0
1	20300000	20310000	0	0
1	20310000	20320000	0	0
1	20320000	20330000	0	0
1	20330000	20340000	0	0
1	20340000	20350000	0	0
1	20350000	20360000	0	0
1	20360000	20370000	0	0
1	20370000	20380000	0	0
1	20380000	20390000	0	0
1	20390000	20400000	0	0
1	20400000	20410000	0	0
1	20410000	20420000	0	0
1	20420000	20430000	0	0
1	20430000	20440000	0	0
1	20440000	20450000	0	0
1	20450000	20460000	0	0
1	20460000	20470000	0	0
1	20470000	20480000	0	0
1	20480000	20490000	0	0
1	20490000	20500000	0	0
1	20500000	20510000	0	0
1	20510000	20520000	0	0
1	20520000	20530000	0	0
1	20530000	20540000	0	0
1	20540000	20550000	0	0
1	20550000	20560000	0	0
1	20560000	20570000	0	0
1	20570000	20580000	0	0
1	20580000	20590000	0	0
1	20590000	20600000	0	0
1	20600000	20610000	0	0
1	20610000	20620000	0	0
1	20620000	20630000	0	0
1	20630000	20640000	0	0
1	20640000	20650000	0	0
1	20650000	20660000	0	0
1	20660000	20670000	0	0
1	20670000	20680000	0	0
1	20680000	20690000	0	0
1	20690000	20700000	0	0
1	20700000	20710000	0	0
1	20710000	20720000	0	0
1	20720000	20730000	0	0
1	20730000	20740000	0	0
1	20740000	20750000	0	0
1	20750000	20760000	0	0
1	20760000	20770000	0	0
1	20770000	20780000	0	0
1	20780000	20790000	0	0
1	20790000	20800000	0	0
1	20800000	20810000	0	0
1	20810000	20820000	0	0
1	20820000	20830000	0	0
1	20830000	20840000	0	0
1	20840000	20850000	0	0
1	20850000	20860000	0	0
1	20860000	20870000	0	0
1	20870000	20880000	0	0
1	20880000	20890000	0	0
1	20890000	20900000	0	0
1	20900000	20910000	0	0
1	20910000	20920000	0	0
1	20920000	20930000	0	0
1	20930000	20940000	0	0
1	20940000	20950000	0	0
1	20950000	20960000	0	0
1	20960000	20970000	0	0
1	20970000	20980000	0	0
1	20980000	20990000	0	0
1	20990000	21000000	0	0
1	21000000	21010000	0	0
1	21010000	21020000	0	0
1	21020000	21030000	0	0
1	21030000	21040000	0	0
1	21040000	21050000	0	0
1	21050000	21060000	0	0
1	21060000	21070000	0	0
1	21070000	21080000	0	0
1	21080000	21090000	0	0
1	21090000	21100000	0	0
1	21100000	21110000	0	0
1	21110000	21120000	0	0
1	21120000	21130000	0	0
1	21130000	21140000	0	0
1	21140000	21150000	0	0
1	21150000	21160000	0	0
1	21160000	21170000	0	0
1	21170000	21180000	0	0
1	21180000	21190000	0	0
1	21190000	21200000	0	0
1	21200000	21210000	0	0
1	21210000	21220000	0	0
1	21220000	21230000	0	0
1	21230000	21240000	0	0
1	21240000	21250000	0	0
1	21250000	21260000	0	0
1	21260000	21270000	0	0
1	21270000	21280000	0	0
1	21280000	21290000	0	0
1	21290000	21300000	0	0
1	21300000	21310000	0	0
1	21310000	21320000	0	0
1	21320000	21330000	0	0
1	21330000	21340000	0	0
1	21340000	21350000	0	0
1	21350000	21360000	0	0
1	21360000	21370000	0	0
1	21370000	21380000	0	0
1	21380000	21390000	0	0
1	21390000	21400000	0	0
1	21400000	21410000	0	0
1	21410000	21420000	0	0
1	21420000	21430000	0	0
1	21430000	21440000	0	0
1	21440000	21450000	0	0
1	21450000	21460000	0	0
1	21460000	21470000	0	0
1	21470000	21480000	0	0
1	21480000	21490000	0	0
1	21490000	21500000	0	0
1	21500000	21510000	0	0
1	21510000	21520000	0	0
1	21520000	21530000	0	0
1	21530000	21540000	0	0
1	21540000	21550000	0	0
1	21550000	21560000	0	0
1	21560000	21570000	0	0
1	21570000	21580000	0	0
1	21580000	21590000	0	0
1	21590000	21600000	0	0
1	21600000	21610000	0	0
1	21610000	21620000	0	0
1	21620000	21630000	0	0
1	21630000	21640000	0	0
1	21640000	21650000	0	0
1	21650000	21660000	0	0
1	21660000	21670000	0	0
1	21670000	21680000	0	0
1	21680000	21690000	0	0
1	21690000	21700000	0	0
1	21700000	21710000	0	0
1	21710000	21720000	0	0
1	21720000	21730000	0	0
1	21730000	21740000	0	0
1	21740000	21750000	0	0
1	21750000	21760000	0	0
1	21760000	21770000	0	0
1	21770000	21780000	0	0
1	21780000	21790000	0	0
1	21790000	21800000	0	0
1	21800000	21810000	0	0
1	21810000	21820000	0	0
1	21820000	21830000	0	0
1	21830000	21840000	0	0
1	21840000	21850000	0	0
1	21850000	21860000	0	0
1	21860000	21870000	0	0
1	21870000	21880000	0	0
1	21880000	21890000	0	0
1	21890000	21900000	0	0
1	21900000	21910000	0	0
1	21910000	21920000	0	0
1	21920000	21930000	0	0
1	21930000	21940000	0	0
1	21940000	21950000	0	0
1	21950000	21960000	0	0
1	21960000	21970000	0	0
1	21970000	21980000	0	0
1	21980000	21990000	0	0
1	21990000	22000000	0	0
1	22000000	22010000	0	0
1	22010000	22020000	0	0
1	22020000	22030000	0	0
1	22030000	22040000	0	0
1	22040000	22050000	0	0
1	22050000	22060000	0	0
1	22060000	22070000	0	0
1	22070000	22080000	0	0
1	22080000	22090000	0	0
1	22090000	22100000	0	0
1	22100000	22110000	0	0
1	22110000	22120000	0	0
1	22120000	22130000	0	0
1	22130000	22140000	0	0
1	22140000	22150000	0	0
1	22150000	22160000	0	0
1	22160000	22170000	0	0
1	22170000	22180000	0	0
1	22180000	22190000	0	0
1	22190000	22200000	0	0
1	22200000	22210000	0	0
1	22210000	22220000	0	0
1	22220000	22230000	0	0
1	22230000	22240000	0	0
1	22240000	22250000	0	0
1	22250000	22260000	0	0
1	22260000	22270000	0	0
1	22270000	22280000	0	0
1	22280000	22290000	0	0
1	22290000	22300000	0	0
1	22300000	22310000	0	0
1	22310000	22320000	0	0
1	22320000	22330000	0	0
1	22330000	22340000	0	0
1	22340000	22350000	0	0
1	22350000	22360000	0	0
1	22360000	22370000	0	0
1	22370000	22380000	0	0
1	22380000	22390000	0	0
1	22390000	22400000	0	0
1	22400000	22410000	0	0
1	22410000	22420000	0	0
1	22420000	22430000	0	0
1	22430000	22440000	0	0
1	22440000	22450000	0	0
1	22450000	22460000	0	0
1	22460000	22470000	0	0
1	22470000	22480000	0	0
1	22480000	22490000	0	0
1	22490000	22500000	0	0
1	22500000	22510000	0	0
1	22510000	22520000	0	0
1	22520000	22530000	0	0
1	22530000	22540000	0	0
1	22540000	22550000	0	0
1	22550000	22560000	0	0
1	22560000	22570000	0	0
1	22570000	22580000	0	0
1	22580000	22590000	0	0
1	22590000	22600000	0	0
1	22600000	22610000	0	0
1	22610000	22620000	0	0
1	22620000	22630000	0	0
1	22630000	22640000	0	0
1	22640000	22650000	0	0
1	22650000	22660000	0	0
1	22660000	22670000	0	0
1	22670000	22680000	0	0
1	22680000	22690000	0	0
1	22690000	22700000	0	0
1	22700000	22710000	0	0
1	22710000	22720000	0	0
1	22720000	22730000	0	0
1	22730000	22740000	0	0
1	22740000	22750000	0	0
1	22750000	22760000	0	0
1	22760000	22770000	0	0
1	22770000	22780000	0	0
1	22780000	22790000	0	0
1	22790000	22800000	0	0
1	22800000	22810000	0	0
1	22810000	22820000	0	0
1	22820000	22830000	0	0
1	22830000	22840000	0	0
1	22840000	22850000	0	0
1	22850000	22860000	0	0
1	22860000	22870000	0	0
1	22870000	22880000	0	0
1	22880000	22890000	0	0
1	22890000	22900000	0	0
1	22900000	22910000	0	0
1	22910000	22920000	0	0
1	22920000	22930000	0	0
1	22930000	22940000	0	0
1	22940000	22950000	0	0
1	22950000	22960000	0	0
1	22960000	22970000	0	0
1	22970000	22980000	0	0
1	22980000	22990000	0	0
1	22990000	23000000	0	0
1	23000000	23010000	0	0
1	23010000	23020000	0	0
1	23020000	23030000	0	0
1	23030000	23040000	0	0
1	23040000	23050000	0	0
1	23050000	23060000	0	0
1	23060000	23070000	0	0
1	23070000	23080000	0	0
1	23080000	23090000	0	0
1	23090000	23100000	0	0
1	23100000	23110000	0	0
1	23110000	23120000	0	0
1	23120000	23130000	0	0
1	23130000	23140000	0	0
1	23140000	23150000	0	0
1	23150000	23160000	0	0
1	23160000	23170000	0	0
1	23170000	23180000	0	0
1	23180000	23190000	0	0
1	23190000	23200000	0	0
1	23200000	23210000	0	0
1	23210000	23220000	0	0
1	23220000	23230000	0	0
1	23230000	23240000	0	0
1	23240000	23250000	0	0
1	23250000	23260000	0	0
1	23260000	23270000	0	0
1	23270000	23280000	0	0
1	23280000	23290000	0	0
1	23290000	23300000	0	0
1	23300000	23310000	0	0
1	23310000	23320000	0	0
1	23320000	23330000	0	0
1	23330000	23340000	0	0
1	23340000	23350000	0	0
1	23350000	23360000	0	0
1	23360000	23370000	0	0
1	23370000	23380000	0	0
1	23380000	23390000	0	0
1	23390000	23400000	0	0
1	23400000	23410000	0	0
1	23410000	23420000	0	0
1	23420000	23430000	0	0
1	23430000	23440000	0	0
1	23440000	23450000	0	0
1	23450000	23460000	0	0
1	23460000	23470000	0	0
1	23470000	23480000	0	0
1	23480000	23490000	0	0
1	23490000	23500000	0	0
1	23500000	23510000	0	0
1	23510000	23520000	0	0
1	23520000	23530000	0	0
1	23530000	23540000	0	0
1	23540000	23550000	0	0
1	23550000	23560000	0	0
1	23560000	23570000	0	0
1	23570000	23580000	0	0
1	23580000	23590000	0	0
1	23590000	23600000	0	0
1	23600000	23610000	0	0
1	23610000	23620000	0	0
1	23620000	23630000	0	0
1	23630000	23640000	0	0
1	23640000	23650000	0	0
1	23650000	23660000	0	0
1	23660000	23670000	0	0
1	23670000	23680000	0	0
1	23680000	23690000	0	0
1	23690000	23700000	0	0
1	23700000	23710000	0	0
1	23710000	23720000	0	0
1	23720000	23730000	0	0
1	23730000	23740000	0	0
1	23740000	23750000	0	0
1	23750000	23760000	0	0
1	23760000	23770000	0	0
1	23770000	23780000	0	0
1	23780000	23790000	0	0
1	23790000	23800000	0	0
1	23800000	23810000	0	0
1	23810000	23820000	0	0
1	23820000	23830000	0	0
1	23830000	23840000	0	0
1	23840000	23850000	0	0
1	23850000	23860000	0	0
1	23860000	23870000	0	0
1	23870000	23880000	0	0
1	23880000	23890000	0	0
1	23890000	23900000	0	0
1	23900000	23910000	0	0
1	23910000	23920000	0	0
1	23920000	23930000	0	0
1	23930000	23940000	0	0
1	23940000	23950000	0	0
1	23950000	23960000	0	0
1	23960000	23970000	0	0
1	23970000	23980000	0	0
1	23980000	23990000	0	0
1	23990000	24000000	0	0
1	24000000	24010000	0	0
1	24010000	24020000	0	0
1	24020000	24030000	0	0
1	24030000	24040000	0	0
1	24040000	24050000	0	0
1	24050000	24060000	0	0
1	24060000	24070000	0	0
1	24070000	24080000	0	0
1	24080000	24090000	0	0
1	24090000	24100000	0	0
1	24100000	24110000	0	0
1	24110000	24120000	0	0
1	24120000	24130000	0	0
1	24130000	24140000	0	0
1	24140000	24150000	0	0
1	24150000	24160000	0	0
1	24160000	24170000	0	0
1	24170000	24180000	0	0
1	24180000	24190000	0	0
1	24190000	24200000	0	0
1	24200000	24210000	0	0
1	24210000	24220000	0	0
1	24220000	24230000	0	0
1	24230000	24240000	0	0
1	24240000	24250000	0	0
1	24250000	24260000	0	0
1	24260000	24270000	0	0
1	24270000	24280000	0	0
1	24280000	24290000	0	0
1	24290000	24300000	0	0
1	24300000	24310000	0	0
1	24310000	24320000	0	0
1	24320000	24330000	0	0
1	24330000	24340000	0	0
1	24340000	24350000	0	0
1	24350000	24360000	0	0
1	24360000	24370000	0	0
1	24370000	24380000	0	0
1	24380000	24390000	0	0
1	24390000	24400000	0	0
1	24400000	24410000	0	0
1	24410000	24420000	0	0
1	24420000	24430000	0	0
1	24430000	24440000	0	0
1	24440000	24450000	0	0
1	24450000	24460000	0	0
1	24460000	24470000	0	0
1	24470000	24480000	0	0
1	24480000	24490000	0	0
1	24490000	24500000	0	0
1	24500000	24510000	0	0
1	24510000	24520000	0	0
1	24520000	24530000	0	0
1	24530000	24540000	0	0
1	24540000	24550000	0	0
1	24550000	24560000	0	0
1	24560000	24570000	0	0
1	24570000	24580000	0	0
1	24580000	24590000	0	0
1	24590000	24600000	0	0
1	24600000	24610000	0	0
1	24610000	24620000	0	0
1	24620000	24630000	0	0
1	24630000	24640000	0	0
1	24640000	24650000	0	0
1	24650000	24660000	0	0
1	24660000	24670000	0	0
1	24670000	24680000	0	0
1	24680000	24690000	0	0
1	24690000	24700000	0	0
1	24700000	24710000	0	0
1	24710000	24720000	0	0
1	24720000	24730000	0	0
1	24730000	24740000	0	0
1	24740000	24750000	0	0
1	24750000	24760000	0	0
1	24760000	24770000	0	0
1	24770000	24780000	0	0
1	24780000	24790000	0	0
1	24790000	24800000	0	0
1	24800000	24810000	0	0
1	24810000	24820000	0	0
1	24820000	24830000	0	0
1	24830000	24840000	0	0
1	24840000	24850000	0	0
1	24850000	24860000	0	0
1	24860000	24870000	0	0
1	24870000	24880000	0	0
1	24880000	24890000	0	0
1	24890000	24900000	0	0
1	24900000	24910000	0	0
1	24910000	24920000	0	0
1	24920000	24930000	0	0
1	24930000	24940000	0	0
1	24940000	24950000	0	0
1	24950000	24960000	0	0
1	24960000	24970000	0	0
1	24970000	24980000	0	0
1	24980000	24990000	0	0
1	24990000	25000000	0	0
1	25000000	25010000	0	0
1	25010000	25020000	0	0
1	25020000	25030000	0	0
1	25030000	25040000	0	0
1	25040000	25050000	0	0
1	25050000	25060000	0	0
1	25060000	25070000	0	0
1	25070000	25080000	0	0
1	25080000	25090000	0	0
1	25090000	25100000	0	0
1	25100000	25110000	0	0
1	25110000	25120000	0	0
1	25120000	25130000	0	0
1	25130000	25140000	0	0
1	25140000	25150000	0	0
1	25150000	25160000	0	0
1	25160000	25170000	0	0
1	25170000	25180000	0	0
1	25180000	25190000	0	0
1	25190000	25200000	0	0
1	25200000	25210000	0	0
1	25210000	25220000	0	0
1	25220000	25230000	0	0
1	25230000	25240000	0	0
1	25240000	25250000	0	0
1	25250000	25260000	0	0
1	25260000	25270000	0	0
1	25270000	25280000	0	0
1	25280000	25290000	0	0
1	25290000	25300000	0	0
1	25300000	25310000	0	0
1	25310000	25320000	0	0
1	25320000	25330000	0	0
1	25330000	25340000	0	0
1	25340000	25350000	0	0
1	25350000	25360000	0	0
1	25360000	25370000	0	0
1	25370000	25380000	0	0
1	25380000	25390000	0	0
1	25390000	25400000	0	0
1	25400000	25410000	0	0
1	25410000	25420000	0	0
1	25420000	25430000	0	0
1	25430000	25440000	0	0
1	25440000	25450000	0	0
1	25450000	25460000	0	0
1	25460000	25470000	0	0
1	25470000	25480000	0	0
1	25480000	25490000	0	0
1	25490000	25500000	0	0
1	25500000	25510000	0	0
1	25510000	25520000	0	0
1	25520000	25530000	0	0
1	25530000	25540000	0	0
1	25540000	25550000	0	0
1	25550000	25560000	0	0
1	25560000	25570000	0	0
1	25570000	25580000	0	0
1	25580000	25590000	0	0
1	25590000	25600000	0	0
1	25600000	25610000	0	0
1	25610000	25620000	0	0
1	25620000	25630000	0	0
1	25630000	25640000	0	0
1	25640000	25650000	0	0
1	25650000	25660000	0	0
1	25660000	25670000	0	0
1	25670000	25680000	0	0
1	25680000	25690000	0	0
1	25690000	25700000	0	0
1	25700000	25710000	0	0
1	25710000	25720000	0	0
1	25720000	25730000	0	0
1	25730000	25740000	0	0
1	25740000	25750000	0	0
1	25750000	25760000	0	0
1	25760000	25770000	0	0
1	25770000	25780000	0	0
1	25780000	25790000	0	0
1	25790000	25800000	0	0
1	25800000	25810000	0	0
1	25810000	25820000	0	0
1	25820000	25830000	0	0
1	25830000	25840000	0	0
1	25840000	25850000	0	0
1	25850000	25860000	0	0
1	25860000	25870000	0	0
1	25870000	25880000	0	0
1	25880000	25890000	0	0
1	25890000	25900000	0	0
1	25900000	25910000	0	0
1	25910000	25920000	0	0
1	25920000	25930000	0	0
1	25930000	25940000	0	0
1	25940000	25950000	0	0
1	25950000	25960000	0	0
1	25960000	25970000	0	0
1	25970000	25980000	0	0
1	25980000	25990000	0	0
1	25990000	26000000	0	0
1	26000000	26010000	0	0
1	26010000	26020000	0	0
1	26020000	26030000	0	0
1	26030000	26040000	0	0
1	26040000	26050000	0	0
1	26050000	26060000	0	0
1	26060000	26070000	0	0
1	26070000	26080000	0	0
1	26080000	26090000	0	0
1	26090000	26100000	0	0
1	26100000	26110000	0	0
1	26110000	26120000	0	0
1	26120000	26130000	0	0
1	26130000	26140000	0	0
1	26140000	26150000	0	0
1	26150000	26160000	0	0
1	26160000	26170000	0	0
1	26170000	26180000	0	0
1	26180000	26190000	0	0
1	26190000	26200000	0	0
1	26200000	26210000	0	0
1	26210000	26220000	0	0
1	26220000	26230000	0	0
1	26230000	26240000	0	0
1	26240000	26250000	0	0
1	26250000	26260000	0	0
1	26260000	26270000	0	0
1	26270000	26280000	0	0
1	26280000	26290000	0	0
1	26290000	26300000	0	0
1	26300000	26310000	0	0
1	26310000	26320000	0	0
1	26320000	26330000	0	0
1	26330000	26340000	0	0
1	26340000	26350000	0	0
1	26350000	26360000	0	0
1	26360000	26370000	0	0
1	26370000	26380000	0	0
1	26380000	26390000	0	0
1	26390000	26400000	0	0
1	26400000	26410000	0	0
1	26410000	26420000	0	0
1	26420000	26430000	0	0
1	26430000	26440000	0	0
1	26440000	26450000	0	0
1	26450000	26460000	0	0
1	26460000	26470000	0	0
1	26470000	26480000	0	0
1	26480000	26490000	0	0
1	26490000	26500000	0	0
1	26500000	26510000	0	0
1	26510000	26520000	0	0
1	26520000	26530000	0	0
1	26530000	26540000	0	0
1	26540000	26550000	0	0
1	26550000	26560000	0	0
1	26560000	26570000	0	0
1	26570000	26580000	0	0
1	26580000	26590000	0	0
1	26590000	26600000	0	0
1	26600000	26610000	0	0
1	26610000	26620000	0	0
1	26620000	26630000	0	0
1	26630000	26640000	0	0
1	26640000	26650000	0	0
1	26650000	26660000	0	0
1	26660000	26670000	0	0
1	26670000	26680000	0	0
1	26680000	26690000	0	0
1	26690000	26700000	0	0
1	26700000	26710000	0	0
1	26710000	26720000	0	0
1	26720000	26730000	0	0
1	26730000	26740000	0	0
1	26740000	26750000	0	0
1	26750000	26760000	0	0
1	26760000	26770000	0	0
1	26770000	26780000	0	0
1	26780000	26790000	0	0
1	26790000	26800000	0	0
1	26800000	26810000	0	0
1	26810000	26820000	0	0
1	26820000	26830000	0	0
1	26830000	26840000	0	0
1	26840000	26850000	0	0
1	26850000	26860000	0	0
1	26860000	26870000	0	0
1	26870000	26880000	0	0
1	26880000	26890000	0	0
1	26890000	26900000	0	0
1	26900000	26910000	0	0
1	26910000	26920000	0	0
1	26920000	26930000	0	0
1	26930000	26940000	0	0
1	26940000	26950000	0	0
1	26950000	26960000	0	0
1	26960000	26970000	0	0
1	26970000	26980000	0	0
1	26980000	26990000	0	0
1	26990000	27000000	0	0
1	27000000	27010000	0	0
1	27010000	27020000	0	0
1	27020000	27030000	0	0
1	27030000	27040000	0	0
1	27040000	27050000	0	0
1	27050000	27060000	0	0
1	27060000	27070000	0	0
1	27070000	27080000	0	0
1	27080000	27090000	0	0
1	27090000	27100000	0	0
1	27100000	27110000	0	0
1	27110000	27120000	0	0
1	27120000	27130000	0	0
1	27130000	27140000	0	0
1	27140000	27150000	0	0
1	27150000	27160000	0	0
1	27160000	27170000	0	0
1	27170000	27180000	0	0
1	27180000	27190000	0	0
1	27190000	27200000	0	0
1	27200000	27210000	0	0
1	27210000	27220000	0	0
1	27220000	27230000	0	0
1	27230000	27240000	0	0
1	27240000	27250000	0	0
1	27250000	27260000	0	0
1	27260000	27270000	0	0
1	27270000	27280000	0	0
1	27280000	27290000	0	0
1	27290000	27300000	0	0
1	27300000	27310000	0	0
1	27310000	27320000	0	0
1	27320000	27330000	0	0
1	27330000	27340000	0	0
1	27340000	27350000	0	0
1	27350000	27360000	0	0
1	27360000	27370000	0	0
1	27370000	27380000	0	0
1	27380000	27390000	0	0
1	27390000	27400000	0	0
1	27400000	27410000	0	0
1	27410000	27420000	0	0
1	27420000	27430000	0	0
1	27430000	27440000	0	0
1	27440000	27450000	0	0
1	27450000	27460000	0	0
1	27460000	27470000	0	0
1	27470000	27480000	0	0
1	27480000	27490000	0	0
1	27490000	27500000	0	0
1	27500000	27510000	0	0
1	27510000	27520000	0	0
1	27520000	27530000	0	0
1	27530000	27540000	0	0
1	27540000	27550000	0	0
1	27550000	27560000	0	0
1	27560000	27570000	0	0
1	27570000	27580000	0	0
1	27580000	27590000	0	0
1	27590000	27600000	0	0
1	27600000	27610000	0	0
1	27610000	27620000	0	0
1	27620000	27630000	0	0
1	27630000	27640000	0	0
1	27640000	27650000	0	0
1	27650000	27660000	0	0
1	27660000	27670000	0	0
1	27670000	27680000	0	0
1	27680000	27690000	0	0
1	27690000	27700000	0	0
1	27700000	27710000	0	0
1	27710000	27720000	0	0
1	27720000	27730000	0	0
1	27730000	27740000	0	0
1	27740000	27750000	0	0
1	27750000	27760000	0	0
1	27760000	27770000	0	0
1	27770000	27780000	0	0
1	27780000	27790000	0	0
1	27790000	27800000	0	0
1	27800000	27810000	0	0
1	27810000	27820000	0	0
1	27820000	27830000	0	0
1	27830000	27840000	0	0
1	27840000	27850000	0	0
1	27850000	27860000	0	0
1	27860000	27870000	0	0
1	27870000	27880000	0	0
1	27880000	27890000	0	0
1	27890000	27900000	0	0
1	27900000	27910000	0	0
1	27910000	27920000	0	0
1	27920000	27930000	0	0
1	27930000	27940000	0	0
1	27940000	27950000	0	0
1	27950000	27960000	0	0
1	27960000	27970000	0	0
1	27970000	27980000	0	0
1	27980000	27990000	0	0
1	27990000	28000000	0	0
1	28000000	28010000	0	0
1	28010000	28020000	0	0
1	28020000	28030000	0	0
1	28030000	28040000	0	0
1	28040000	28050000	0	0
1	28050000	28060000	0	0
1	28060000	28070000	0	0
1	28070000	28080000	0	0
1	28080000	28090000	0	0
1	28090000	28100000	0	0
1	28100000	28110000	0	0
1	28110000	28120000	0	0
1	28120000	28130000	0	0
1	28130000	28140000	0	0
1	28140000	28150000	0	0
1	28150000	28160000	0	0
1	28160000	28170000	0	0
1	28170000	28180000	0	0
1	28180000	28190000	0	0
1	28190000	28200000	0	0
1	28200000	28210000	0	0
1	28210000	28220000	0	0
1	28220000	28230000	0	0
1	28230000	28240000	0	0
1	28240000	28250000	0	0
1	28250000	28260000	0	0
1	28260000	28270000	0	0
1	28270000	28280000	0	0
1	28280000	28290000	0	0
1	28290000	28300000	0	0
1	28300000	28310000	0	0
1	28310000	28320000	0	0
1	28320000	28330000	0	0
1	28330000	28340000	0	0
1	28340000	28350000	0	0
1	28350000	28360000	0	0
1	28360000	28370000	0	0
1	28370000	28380000	0	0
1	28380000	28390000	0	0
1	28390000	28400000	0	0
1	28400000	28410000	0	0
1	28410000	28420000	0	0
1	28420000	28430000	0	0
1	28430000	28440000	0	0
1	28440000	28450000	0	0
1	28450000	28460000	0	0
1	28460000	28470000	0	0
1	28470000	28480000	0	0
1	28480000	28490000	0	0
1	28490000	28500000	0	0
1	28500000	28510000	0	0
1	28510000	28520000	0	0
1	28520000	28530000	0	0
1	28530000	28540000	0	0
1	28540000	28550000	0	0
1	28550000	28560000	0	0
1	28560000	28570000	0	0
1	28570000	28580000	0	0
1	28580000	28590000	0	0
1	28590000	28600000	0	0
1	28600000	28610000	0	0
1	28610000	28620000	0	0
1	28620000	28630000	0	0
1	28630000	28640000	0	0
1	28640000	28650000	0	0
1	28650000	28660000	0	0
1	28660000	28670000	0	0
1	28670000	28680000	0	0
1	28680000	28690000	0	0
1	28690000	28700000	0	0
1	28700000	28710000	0	0
1	28710000	28720000	0	0
1	28720000	28730000	0	0
1	28730000	28740000	0	0
1	28740000	28750000	0	0
1	28750000	28760000	0	0
1	28760000	28770000	0	0
1	28770000	28780000	0	0
1	28780000	28790000	0	0
1	28790000	28800000	0	0
1	28800000	28810000	0	0
1	28810000	28820000	0	0
1	28820000	28830000	0	0
1	28830000	28840000	0	0
1	28840000	28850000	0	0
1	28850000	28860000	0	0
1	28860000	28870000	0	0
1	28870000	28880000	0	0
1	28880000	28890000	0	0
1	28890000	28900000	0	0
1	28900000	28910000	0	0
1	28910000	28920000	0	0
1	28920000	28930000	0	0
1	28930000	28940000	0	0
1	28940000	28950000	0	0
1	28950000	28960000	0	0
1	28960000	28970000	0	0
1	28970000	28980000	0	0
1	28980000	28990000	0	0
1	28990000	29000000	0	0
1	29000000	29010000	0	0
1	29010000	29020000	0	0
1	29020000	29030000	0	0
1	29030000	29040000	0	0
1	29040000	29050000	0	0
1	29050000	29060000	0	0
1	29060000	29070000	0	0
1	29070000	29080000	0	0
1	29080000	29090000	0	0
1	29090000	29100000	0	0
1	29100000	29110000	0	0
1	29110000	29120000	0	0
1	29120000	29130000	0	0
1	29130000	29140000	0	0
1	29140000	29150000	0	0
1	29150000	29160000	0	0
1	29160000	29170000	0	0
1	29170000	29180000	0	0
1	29180000	29190000	0	0
1	29190000	29200000	0	0
1	29200000	29210000	0	0
1	29210000	29220000	0	0
1	29220000	29230000	0	0
1	29230000	29240000	0	0
1	29240000	29250000	0	0
1	29250000	29260000	0	0
1	29260000	29270000	0	0
1	29270000	29280000	0	0
1	29280000	29290000	0	0
1	29290000	29300000	0	0
1	29300000	29310000	0	0
1	29310000	29320000	0	0
1	29320000	29330000	0	0
1	29330000	29340000	0	0
1	29340000	29350000	0	0
1	29350000	29360000	0	0
1	29360000	29370000	0	0
1	29370000	29380000	0	0
1	29380000	29390000	0	0
1	29390000	29400000	0	0
1	29400000	29410000	0	0
1	29410000	29420000	0	0
1	29420000	29430000	0	0
1	29430000	29440000	0	0
1	29440000	29450000	0	0
1	29450000	29460000	0	0
1	29460000	29470000	0	0
1	29470000	29480000	0	0
1	29480000	29490000	0	0
1	29490000	29500000	0	0
1	29500000	29510000	0	0
1	29510000	29520000	0	0
1	29520000	29530000	0	0
1	29530000	29540000	0	0
1	29540000	29550000	0	0
1	29550000	29560000	0	0
1	29560000	29570000	0	0
1	29570000	29580000	0	0
1	29580000	29590000	0	0
1	29590000	29600000	0	0
1	29600000	29610000	0	0
1	29610000	29620000	0	0
1	29620000	29630000	0	0
1	29630000	29640000	0	0
1	29640000	29650000	0	0
1	29650000	29660000	0	0
1	29660000	29670000	0	0
1	29670000	29680000	0	0
