chromosome	start	end	gene	minCopyNumber	maxCopyNumber	somaticRegions	transcriptId	isCanonical	chromosomeBand	minRegions	minRegionStart	minRegionEnd	minRegionStartSupport	minRegionEndSupport	minRegionMethod	minMinorAlleleCopyNumber	depthWindowCount	gcContent
chr5	79936579	79967626	LINC01455	1.9762	1.9762	1	ENST00000503167	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	79976716	79991262	MTX3	1.9762	1.9762	1	ENST00000512528	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	79991311	80083287	THBS4	1.9762	1.9762	1	ENST00000350881	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80019609	80019920	RBX1P2	1.9762	1.9762	1	ENST00000505179	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80033171	80033302	TRMT112P2	1.9762	1.9762	1	ENST00000512910	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80052374	80083654	THBS4-AS1	1.9762	1.9762	1	ENST00000503007	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80111651	80256048	SERINC5	1.9762	1.9762	1	ENST00000507668	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80288449	80289781	KRT18P45	1.9762	1.9762	1	ENST00000515347	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80319625	80321842	SPZ1	1.9762	1.9762	1	ENST00000296739	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80331573	80332541	RBMX2P5	1.9762	1.9762	1	ENST00000424312	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80359080	80360040	HNRNPA1P12	1.9762	1.9762	1	ENST00000515379	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80365726	80365832	RNU6-211P	1.9762	1.9762	1	ENST00000384047	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80408013	80483379	ZFYVE16	1.9762	1.9762	1	ENST00000505560	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80411231	80488095	FAM151B-DT	1.9762	1.9762	1	ENST00000666568	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80487969	80542563	FAM151B	1.9762	1.9762	1	ENST00000282226	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80498534	80498971	RPS27AP9	1.9762	1.9762	1	ENST00000477681	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80500332	80501400	RPL7P24	1.9762	1.9762	1	ENST00000493052	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80556755	80570280	ANKRD34B	1.9762	1.9762	1	ENST00000338682	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80603383	80603644	DBIP2	1.9762	1.9762	1	ENST00000419076	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80608623	80622524	LINC01337	1.9762	1.9762	1	ENST00000515871	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80626226	80654983	DHFR	1.9762	1.9762	1	ENST00000439211	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80654652	80876815	MSH3	1.9762	1.9762	1	ENST00000265081	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80947694	80960907	RASGRF2-AS1	1.9762	1.9762	1	ENST00000505694	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	80960363	81230162	RASGRF2	1.9762	1.9762	1	ENST00000265080	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	81201341	81301565	CKMT2-AS1	1.9762	1.9762	1	ENST00000663674	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	81233320	81266398	CKMT2	1.9762	1.9762	1	ENST00000254035	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	81301587	81313297	ZCCHC9	1.9762	1.9762	1	ENST00000407610	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	81329996	81394179	ACOT12	1.9762	1.9762	1	ENST00000307624	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	81412804	81751797	SSBP2	1.9762	1.9762	1	ENST00000615665	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	81892490	81892721	SEM1P1	1.9762	1.9762	1	ENST00000506694	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	81972023	82276857	ATG10	1.9762	1.9762	1	ENST00000282185	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	81991995	81992481	ATG10-IT1	1.9762	1.9762	1	ENST00000396880	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	82009602	82010094	PPIAP11	1.9762	1.9762	1	ENST00000510729	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	82073055	82073702	ATG10-AS1	1.9762	1.9762	1	ENST00000504846	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	82078427	82078724	RN7SL378P	1.9762	1.9762	1	ENST00000582657	true	q14.1	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	82273320	82278396	RPS23	1.9762	1.9762	1	ENST00000296674	true	q14.2	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	82295449	82318300	ATP6AP1L	1.9762	1.9762	1	ENST00000643922	true	q14.2	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	82777797	82778586	RPL5P16	1.9762	1.9762	1	ENST00000471467	true	q14.2	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	82807475	82860008	LINC01338	1.9762	1.9762	1	ENST00000689277	true	q14.2	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	82840155	82840224	MIR3977	1.9762	1.9762	1	ENST00000636444	true	q14.2	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	82968888	82977153	ST13P12	1.9762	1.9762	1	ENST00000508958	true	q14.2	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83052846	83077863	TMEM167A	1.9762	1.9762	1	ENST00000502346	true	q14.2	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83064204	83064337	SCARNA18	1.9762	1.9762	1	ENST00000459004	true	q14.2	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83077498	83353787	XRCC4	1.9762	1.9762	1	ENST00000396027	true	q14.2	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83279921	83280644	COQ10BP2	1.9762	1.9762	1	ENST00000513804	true	q14.2	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83426676	83427030	FTH1P9	1.9762	1.9762	1	ENST00000513251	true	q14.2	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83471618	83582303	VCAN	1.9762	1.9762	1	ENST00000265077	true	q14.2	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83531352	83581320	VCAN-AS1	1.9762	1.9762	1	ENST00000513899	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83637805	83720855	HAPLN1	1.9762	1.9762	1	ENST00000274341	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83685866	83686018	RN7SKP295	1.9762	1.9762	1	ENST00000517264	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83703448	83703543	RNU6-620P	1.9762	1.9762	1	ENST00000384017	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83803554	83803685	RNU4-11P	1.9762	1.9762	1	ENST00000365287	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83875166	83875821	ZP3P1	1.9762	1.9762	1	ENST00000514761	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	83940554	84384880	EDIL3	1.9762	1.9762	1	ENST00000296591	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	84196883	84196989	RNU6-448P	1.9762	1.9762	1	ENST00000517052	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	84382424	84490765	EDIL3-DT	1.9762	1.9762	1	ENST00000509406	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	84999812	85000315	PPIAP79	1.9762	1.9762	1	ENST00000425840	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	85190629	85190830	RBBP4P6	1.9762	1.9762	1	ENST00000508098	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	85464434	85465310	RPL5P17	1.9762	1.9762	1	ENST00000469685	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	85762559	85763138	RPS2P25	1.9762	1.9762	1	ENST00000467247	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	86087526	86087847	PTP4A1P4	1.9762	1.9762	1	ENST00000512479	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	86282766	86296309	NBPF22P	1.9762	1.9762	1	ENST00000508988	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	86617928	86620962	COX7C	1.9762	1.9762	1	ENST00000247655	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	86620497	86620575	SNORD138	1.9762	1.9762	1	ENST00000637229	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	86663144	86663250	RNU6-804P	1.9762	1.9762	1	ENST00000384286	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	86746818	86749777	LINC02059	1.9762	1.9762	1	ENST00000506471	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	87048858	87138397	MIR4280HG	1.9762	1.9762	1	ENST00000662995	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	87102603	87102846	RN7SKP34	1.9762	1.9762	1	ENST00000516142	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	87114879	87114954	MIR4280	1.9762	1.9762	1	ENST00000582178	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	87205408	87240145	LINC01949	1.9762	1.9762	1	ENST00000611331	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	87267883	87391931	RASA1	1.9762	1.9762	1	ENST00000274376	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	87294189	87294473	RN7SL629P	1.9762	1.9762	1	ENST00000489622	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	87299687	87299797	RNU6-606P	1.9762	1.9762	1	ENST00000384721	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	87318416	87413029	CCNH	1.9762	1.9762	1	ENST00000256897	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	87420341	87420447	RNU6-727P	1.9762	1.9762	1	ENST00000363592	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	87662040	87705337	LINC02488	1.9762	1.9762	1	ENST00000655396	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	87665345	87733269	LINC02144	1.9762	1.9762	1	ENST00000511417	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	88189633	88269476	TMEM161B	1.9762	1.9762	1	ENST00000296595	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	88268864	88439337	TMEM161B-DT	1.9762	1.9762	1	ENST00000658478	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	88274258	88274376	RNA5SP187	1.9762	1.9762	1	ENST00000384400	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	88381957	88382725	RPS3AP22	1.9762	1.9762	1	ENST00000488297	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	88408982	88439090	LINC02060	1.9762	1.9762	1	ENST00000506041	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	88507546	88691057	LINC00461	1.9762	1.9762	1	ENST00000506978	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	88602780	88603117	H3P23	1.9762	1.9762	1	ENST00000509149	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	88666853	88666939	MIR9-2	1.9762	1.9762	1	ENST00000384838	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	88676014	88779088	MEF2C-AS2	1.9762	1.9762	1	ENST00000657578	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	88717117	88904257	MEF2C	1.9762	1.9762	1	ENST00000504921	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	88883328	89466398	MEF2C-AS1	1.9762	1.9762	1	ENST00000514092	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	89581209	89677701	LINC02161	1.9762	1.9762	1	ENST00000503691	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	90016621	90016720	MIR3660	1.9762	1.9762	1	ENST00000584845	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	90153052	90290078	LINC01339	1.9762	1.9762	1	ENST00000670522	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	90392257	90409766	CETN3	1.9762	1.9762	1	ENST00000283122	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	90458209	90474771	MBLAC2	1.9762	1.9762	1	ENST00000316610	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	90471748	90514557	POLR3G	1.9762	1.9762	1	ENST00000651687	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	90515611	90529584	LYSMD3	1.9762	1.9762	1	ENST00000315948	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	90529344	91164437	ADGRV1	1.9762	1.9762	1	ENST00000405460	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	91030990	91031307	TMEM251P1	1.9762	1.9762	1	ENST00000503717	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	91054834	91314547	LUCAT1	1.9762	1.9762	1	ENST00000650150	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	91270727	91270867	RNU4-90P	1.9762	1.9762	1	ENST00000362773	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	91368631	91383317	ARRDC3	1.9762	1.9762	1	ENST00000265138	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	91380349	91616105	ARRDC3-AS1	1.9762	1.9762	1	ENST00000701059	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	91476382	91477018	RAB5CP2	1.9762	1.9762	1	ENST00000505368	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	91843687	91844529	PCBP2P3	1.9762	1.9762	1	ENST00000509726	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	92840807	92841628	LDHBP3	1.9762	1.9762	1	ENST00000514909	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	92889387	92890840	CCT7P2	1.9762	1.9762	1	ENST00000479109	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	92907180	92939591	LINC02058	1.9762	1.9762	1	ENST00000507491	true	q14.3	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	93267429	93268425	POLD2P1	1.9762	1.9762	1	ENST00000511220	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	93360779	93585649	NR2F1-AS1	1.9762	1.9762	1	ENST00000660523	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	93583222	93594611	NR2F1	1.9762	1.9762	1	ENST00000327111	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	93617725	94111699	FAM172A	1.9762	1.9762	1	ENST00000395965	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	93620696	93620788	MIR2277	1.9762	1.9762	1	ENST00000515916	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	93682838	93683667	NPM1P27	1.9762	1.9762	1	ENST00000502784	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	93733220	93741600	POU5F2	1.9762	1.9762	1	ENST00000606183	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	94150851	94618604	KIAA0825	1.9762	1.9762	1	ENST00000682413	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	94567461	94568909	MTND5P12	1.9762	1.9762	1	ENST00000502851	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	94568929	94569470	MTND6P3	1.9762	1.9762	1	ENST00000520612	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	94569540	94570676	MTCYBP35	1.9762	1.9762	1	ENST00000503630	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	94618669	94739436	SLF1	1.9762	1.9762	1	ENST00000265140	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	94703690	95285094	MCTP1	1.9762	1.9762	1	ENST00000515393	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	94825961	94826694	RPL7P18	1.9762	1.9762	1	ENST00000478965	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	94979151	94980893	MCTP1-AS1	1.9762	1.9762	1	ENST00000503710	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95391366	95450454	FAM81B	1.9762	1.9762	1	ENST00000283357	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95440044	95440687	RTRAFP2	1.9762	1.9762	1	ENST00000507713	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95461755	95555050	TTC37	1.9762	1.9762	1	ENST00000358746	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95521369	95521475	RNU6-308P	1.9762	1.9762	1	ENST00000390957	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95555101	95605102	ARSK	1.9762	1.9762	1	ENST00000380009	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95620087	95622142	GPR150	1.9762	1.9762	1	ENST00000380007	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95646777	95684773	RFESD	1.9762	1.9762	1	ENST00000380005	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95652181	95698711	SPATA9	1.9762	1.9762	1	ENST00000274432	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95713522	95824383	RHOBTB3	1.9762	1.9762	1	ENST00000379982	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95751319	95822726	GLRX	1.9762	1.9762	1	ENST00000237858	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95768999	95770700	HSPD1P11	1.9762	1.9762	1	ENST00000508643	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95834424	95835046	GGCTP1	1.9762	1.9762	1	ENST00000514941	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95838245	95860141	LINC01554	1.9762	1.9762	1	ENST00000656444	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95885098	95961851	ELL2	1.9762	1.9762	1	ENST00000237853	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	95973041	95973446	FABP5P5	1.9762	1.9762	1	ENST00000515537	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	96050115	96215519	MIR583HG	1.9762	1.9762	1	ENST00000507997	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	96079138	96079212	MIR583	1.9762	1.9762	1	ENST00000384846	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	96210121	96210227	RNU6-524P	1.9762	1.9762	1	ENST00000384270	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	96390333	96434143	PCSK1	1.9762	1.9762	1	ENST00000311106	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	96525267	96779595	CAST	1.9762	1.9762	1	ENST00000675179	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	96760810	96808100	ERAP1	1.9762	1.9762	1	ENST00000443439	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	96875986	96919703	ERAP2	1.9762	1.9762	1	ENST00000437043	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	96935394	97037513	LNPEP	1.9762	1.9762	1	ENST00000231368	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	97056402	97057358	SETP22	1.9762	1.9762	1	ENST00000412243	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
chr5	97089075	97437217	LIX1-AS1	1.9762	1.9762	1	ENST00000504578	true	q15	1	48272854	181538259	CENTROMERE	TELOMERE	BAF_WEIGHTED	0.9723	96	0.3796
