geneID	TFCP2L1(MA0145.2)	ARID5A(MA0602.1)	ATF3(MA0605.1)	ESRRG(MA0643.1)	GLI2(MA0734.3)	NPAS2(MA0626.1)	NR5A2(MA0505.2)	SOX17(MA0078.2)	STAT4(MA0518.1)	TWIST2(MA0633.2)	NumPeaks	AvgPeakDistance	AvgPeakSize
ENSMUSG00000026558.13	0.0462880482	0.0203740438	0.0022387349	0.0247695570	0.0001506139	0.0039101606	0.0069367142	0.0044610383	0.0011354090	0.0415740284	4.0000000000	13436.7500000000	3816.2500000000
ENSMUSG00000103139.1	0.0021321160	0.0148680437	0.0071907896	0.0046089762	0.0006359688	0.0180484114	0.0088681195	0.0011237567	0.0555620537	0.1561312362	9.0000000000	9978.0000000000	1687.2221679688
ENSMUSG00000102909.1	0.0463108199	0.0204328039	0.0022837987	0.0248198650	0.0001511955	0.0040750726	0.0071028203	0.0046850578	0.0011858384	0.0420030518	4.0000000000	13373.7500000000	3816.2500000000
ENSMUSG00000098379.1	0.0191712531	0.0084072458	0.0009074968	0.0102240417	0.0000650513	0.0015241880	0.0028325955	0.0017112325	0.0004849315	0.0169486932	4.0000000000	15740.7500000000	3816.2500000000
ENSMUSG00000102337.1	0.0055636558	0.0024192607	0.0002169257	0.0029017426	0.0000301693	0.0004512125	0.0009389998	0.0004907504	0.0002452033	0.0044969802	3.0000000000	15270.3330078125	3114.0000000000
ENSMUSG00000052428.10	0.0016158140	0.0006379323	0.0003498610	0.0003832926	0.0001256119	0.0002477753	0.0025658974	0.0000356766	0.0018462002	0.0004660722	2.0000000000	11332.0000000000	2294.5000000000
ENSMUSG00000088246.1	0.0009102792	0.0035504754	0.0069756586	0.0021756102	0.0002607678	0.0013850062	0.0004975851	0.0007498729	0.0056054847	0.0473645854	4.0000000000	5776.2500000000	1512.2500000000
ENSMUSG00000095752.1	0.0011328005	0.0055369934	0.0261144054	0.0043772320	0.0010159688	0.0036494472	0.0004185322	0.0005028594	0.0169883415	0.0720872207	4.0000000000	5952.2500000000	1512.2500000000
ENSMUSG00000026687.14	0.0011379028	0.0054653146	0.0260809660	0.0043356167	0.0010147463	0.0036291423	0.0004049616	0.0004804741	0.0169230524	0.0709874529	5.0000000000	9813.4003906250	1253.8000488281
ENSMUSG00000026688.5	0.0037630891	0.0065269758	0.0371659279	0.0454164874	0.0001476976	0.0016414656	0.0513688786	0.0005761604	0.0588727456	0.0656190781	5.0000000000	8141.6000976562	955.0000000000
ENSMUSG00000015843.10	0.0000002468	0.0000069361	0.0000045902	0.0000005135	0.0000000019	0.0000001004	0.0000038144	0.0000008343	0.0000002186	0.0000002436	1.0000000000	15059.0000000000	455.0000000000
ENSMUSG00000093538.2	0.0028280124	0.0000089502	0.0000025641	0.0000091455	0.0000107740	0.0003757041	0.0000018404	0.0000049409	0.0000019503	0.0080433481	1.0000000000	7028.0000000000	347.0000000000
ENSMUSG00000052534.15	0.0148098752	0.1139065829	0.0052175226	0.0004368670	0.0032874666	0.0016612606	0.0218948472	0.0101437837	0.0064481695	0.0042437659	3.0000000000	12684.6669921875	3335.3332519531
ENSMUSG00000103780.1	0.0008555696	0.0074464774	0.0011048688	0.0001769180	0.0016570782	0.0122964594	0.0004054669	0.0033860133	0.0045467764	0.0490909499	8.0000000000	11092.6250000000	904.5000000000
ENSMUSG00000102594.1	0.0004248022	0.0030524713	0.0005280931	0.0001045072	0.0001763717	0.0011230189	0.0001097293	0.0009148471	0.0140211646	0.0035616370	8.0000000000	10670.0000000000	1012.2500000000
ENSMUSG00000098407.1	0.0000096191	0.0018389178	0.0000245130	0.0000110901	0.0000016412	0.0000020105	0.0000587483	0.0000206542	0.0002080307	0.0000001668	3.0000000000	15507.3330078125	393.0000000000
ENSMUSG00000103530.1	0.0017095332	0.0155626044	0.0034509757	0.0029802518	0.0019752153	0.0003100155	0.0012909771	0.0027880867	0.0055009008	0.0185983680	4.0000000000	9494.2500000000	1228.0000000000
ENSMUSG00000026683.14	0.0001429112	0.0025013908	0.0007405162	0.0000025149	0.0000449725	0.0009785439	0.0000162611	0.0000576605	0.0021916028	0.0001018523	1.0000000000	0.0000000000	931.0000000000
ENSMUSG00000026678.10	0.0000005973	0.0001249947	0.0000024584	0.0000078752	0.0000000743	0.0000014507	0.0000010921	0.0000257202	0.0000098642	0.0002877958	1.0000000000	23680.0000000000	1140.0000000000
ENSMUSG00000038530.11	0.0000003149	0.0003200027	0.0000015715	0.0000001253	0.0001675672	0.0000000137	0.0000001772	0.0000096482	0.0000000161	0.0000019193	1.0000000000	4308.0000000000	323.0000000000
ENSMUSG00000070532.5	0.0000076396	0.0000027318	0.0000542346	0.0000000029	0.0000001345	0.0000816270	0.0000000732	0.0000004811	0.0000011614	0.0031548747	2.0000000000	10547.5000000000	172.5000000000
ENSMUSG00000089990.1	0.0000024927	0.0000008913	0.0000176957	0.0000000009	0.0000000439	0.0000266332	0.0000000239	0.0000001570	0.0000003789	0.0010293719	2.0000000000	16147.5000000000	172.5000000000
ENSMUSG00000026675.12	0.0012123336	0.0433843463	0.0030929183	0.0016256395	0.0022459842	0.0039175269	0.0003245492	0.0010852899	0.0234572005	0.0878295504	2.0000000000	973.0000000000	2101.0000000000
ENSMUSG00000097503.2	0.0012131073	0.0434514926	0.0031252827	0.0016270293	0.0023177150	0.0039614159	0.0003272131	0.0010937958	0.0236216988	0.0885890074	2.0000000000	889.0000000000	2101.0000000000
ENSMUSG00000026674.9	0.0001205690	0.0010141835	0.0226122108	0.0005415332	0.0001101097	0.0261106486	0.0000709341	0.0008045830	0.0001160550	0.0925825645	3.0000000000	970.0000000000	684.3333129883
ENSMUSG00000026670.15	0.0019248927	0.0408776950	0.0374585717	0.0050244867	0.0017264823	0.0039819372	0.0010774704	0.0109899235	0.0033087378	0.0532246911	6.0000000000	9576.6669921875	3476.8332519531
ENSMUSG00000104266.1	0.0018619655	0.0392380581	0.0377315106	0.0050579221	0.0017229797	0.0038319601	0.0010509797	0.0106503430	0.0032438600	0.0509106993	6.0000000000	9613.8330078125	3476.8332519531
ENSMUSG00000103908.1	0.0012229681	0.0239270041	0.0358496498	0.0047178680	0.0013222382	0.0023116757	0.0005812500	0.0069125130	0.0025642412	0.0295964024	5.0000000000	6932.3999023438	2512.6000976562
ENSMUSG00000026667.14	0.0002550259	0.0033496939	0.0000238677	0.0000100269	0.0000018871	0.0000227599	0.0000595448	0.0000084346	0.0000096152	0.0330107619	1.0000000000	0.0000000000	1156.0000000000
ENSMUSG00000044306.4	0.0002550259	0.0033496939	0.0000238677	0.0000100269	0.0000018871	0.0000227599	0.0000595448	0.0000084346	0.0000096152	0.0330107619	1.0000000000	0.0000000000	1156.0000000000
ENSMUSG00000073494.5	0.0000151364	0.0001124243	0.0000015329	0.0000003970	0.0000000802	0.0000008082	0.0000023065	0.0000003578	0.0000003424	0.0014799004	2.0000000000	19684.0000000000	811.0000000000
ENSMUSG00000096964.1	0.0005644981	0.0000159284	0.0000627908	0.0000052237	0.0000014497	0.0000039045	0.0000266594	0.0000064420	0.0000017303	0.0320144181	1.0000000000	137.0000000000	466.0000000000
ENSMUSG00000102418.1	0.0000161278	0.0001489379	0.0000047876	0.0000489154	0.0000009385	0.0000159854	0.0000049304	0.0000120361	0.0000001620	0.0004275464	2.0000000000	13606.5000000000	443.5000000000
ENSMUSG00000102752.1	0.0000002542	0.0000044004	0.0000001169	0.0000014452	0.0000000272	0.0000004714	0.0000001353	0.0000003536	0.0000000041	0.0000000041	1.0000000000	23097.0000000000	421.0000000000
ENSMUSG00000038473.14	0.0011983539	0.0415827242	0.0270538653	0.0002462431	0.0006565360	0.0005209521	0.0199871767	0.0018014527	0.0650750147	0.0003369113	2.0000000000	6618.0000000000	2443.5000000000
ENSMUSG00000102193.1	0.0000315271	0.0000033731	0.0000111094	0.0000020932	0.0000030620	0.0000000277	0.0000172327	0.0000140003	0.0000320594	0.0000075206	1.0000000000	13151.0000000000	1039.0000000000
ENSMUSG00000038463.8	0.0004405030	0.0000489975	0.0001615857	0.0000295585	0.0000427974	0.0000154156	0.0002393023	0.0001972518	0.0004652615	0.0006893822	2.0000000000	10070.5000000000	1073.5000000000
ENSMUSG00000026663.6	0.0023828490	0.0098532889	0.0012034464	0.0001868790	0.0000593218	0.0369071063	0.0000539933	0.0000424658	0.0256516786	0.0001155091	4.0000000000	13639.0000000000	885.0000000000
ENSMUSG00000096547.1	0.0000782779	0.0000022266	0.0000690121	0.0000022253	0.0000006782	0.0000019311	0.0000001789	0.0000006476	0.0005130879	0.0000041415	2.0000000000	15636.5000000000	338.5000000000
ENSMUSG00000053925.4	0.0027685454	0.0098558911	0.0012016009	0.0001867614	0.0000598537	0.0370562298	0.0000556707	0.0000439814	0.0256303442	0.0001167917	4.0000000000	13857.5000000000	885.0000000000
ENSMUSG00000026659.13	0.0565874312	0.0024322344	0.0001312382	0.0042385681	0.0022078447	0.0230550943	0.0044259176	0.0003495092	0.0010426312	0.0011853395	6.0000000000	14023.1669921875	830.0000000000
ENSMUSG00000096968.1	0.0575709041	0.0023242888	0.0001309650	0.0038619179	0.0020171671	0.0235683952	0.0040521147	0.0003427666	0.0011259733	0.0011011571	6.0000000000	14246.0000000000	830.0000000000
ENSMUSG00000070524.1	0.0001553276	0.0010371566	0.0256220797	0.0024665694	0.0075513598	0.0000484548	0.0024570058	0.0000749246	0.0000593756	0.0056801496	8.0000000000	12208.0000000000	350.5000000000
ENSMUSG00000038421.13	0.0000058717	0.0002386176	0.0014521073	0.0000062536	0.0003786686	0.0000057948	0.0000030196	0.0000025454	0.0012459979	0.0085662076	8.0000000000	13816.6250000000	310.2500000000
ENSMUSG00000089838.1	0.0000086430	0.0001700853	0.0021326165	0.0000080502	0.0005580292	0.0000091893	0.0000021672	0.0000020391	0.0008454789	0.0060361295	9.0000000000	14974.1113281250	298.1111145020
ENSMUSG00000104386.1	0.0000408507	0.0011739135	0.0003303952	0.0000072551	0.0000004670	0.0000149802	0.0000130062	0.0000108031	0.0064078899	0.0290779208	7.0000000000	10102.5712890625	269.7142944336
ENSMUSG00000026656.15	0.0000752633	0.0002254272	0.0010575076	0.0000246672	0.0006126974	0.0000527091	0.0000058314	0.0000035750	0.0002754068	0.0000597391	4.0000000000	13169.5000000000	496.7500000000
ENSMUSG00000103676.1	0.0000518366	0.0001626923	0.0007557552	0.0000180927	0.0003252315	0.0000402057	0.0000049470	0.0000023741	0.0001462203	0.0003724165	5.0000000000	16089.2001953125	440.0000000000
ENSMUSG00000104340.1	0.0001852519	0.0000886995	0.0004863281	0.0000088454	0.0017967182	0.0000248824	0.0000079096	0.0000050815	0.0008078906	0.0000492913	3.0000000000	8193.3330078125	583.0000000000
ENSMUSG00000059089.4	0.0000851589	0.0000064217	0.0000240474	0.0000002518	0.0008633469	0.0000042088	0.0000032095	0.0000017960	0.0003882298	0.0000002198	1.0000000000	19715.0000000000	1209.0000000000
ENSMUSG00000058076.12	0.0001929360	0.0042603553	0.0007605946	0.0236807953	0.0005047900	0.0000312048	0.0035526558	0.0002969399	0.0000545796	0.0001661518	3.0000000000	9953.6669921875	854.0000000000
ENSMUSG00000056569.10	0.0001930579	0.0042604737	0.0007696823	0.0236808016	0.0005057107	0.0000314099	0.0035527001	0.0002970421	0.0000546108	0.0001663402	3.0000000000	9881.6669921875	854.0000000000
ENSMUSG00000038370.6	0.0000104979	0.0000269000	0.0001990145	0.0000006801	0.0000005278	0.0000053817	0.0000023919	0.0000021569	0.0004060390	0.0000007086	2.0000000000	18331.5000000000	457.5000000000
ENSMUSG00000005677.14	0.0000539115	0.0002200675	0.0005478202	0.0012734382	0.0021410325	0.0003396678	0.0019673271	0.0000700236	0.0016817943	0.0150432457	5.0000000000	16959.0000000000	1265.4000244141
ENSMUSG00000005674.9	0.0007191524	0.0010952147	0.0031224279	0.0061940447	0.0100302203	0.0021022302	0.0095374262	0.0003315596	0.0082342754	0.0794888015	7.0000000000	12424.1425781250	1880.4285888672
ENSMUSG00000005681.12	0.0010061831	0.0010354032	0.0044448556	0.0062874149	0.0077536424	0.0034856514	0.0094473296	0.0002658261	0.0079656332	0.1013999829	7.0000000000	10470.2861328125	1880.4285888672
ENSMUSG00000058715.11	0.0051980721	0.0027646791	0.0249027350	0.0205204531	0.0050233358	0.0223854262	0.0286750084	0.0002656321	0.0227194266	0.1545550499	7.0000000000	6317.0000000000	1880.4285888672
ENSMUSG00000013593.12	0.0534130604	0.0061756544	0.0408805536	0.0070087254	0.0088901200	0.0301271187	0.0141339298	0.0006243929	0.0315879120	0.3513040440	9.0000000000	12383.2226562500	1897.3333740234
ENSMUSG00000006403.12	0.0533643902	0.0062547294	0.0417680194	0.0084556504	0.0089092979	0.0297942080	0.0156755224	0.0006233441	0.0316089471	0.3509588940	10.0000000000	13551.5000000000	1732.8000488281
ENSMUSG00000052423.14	0.0133665175	0.0070140195	0.0353341484	0.0001217261	0.0012970119	0.0082926878	0.0127209686	0.0006677157	0.0263221088	0.1215458877	9.0000000000	11491.1113281250	2067.3332519531
ENSMUSG00000062729.11	0.0050990337	0.0045468857	0.0056776274	0.0001117801	0.0003690066	0.0020786790	0.0019043088	0.0002025685	0.0115662029	0.0566522214	8.0000000000	9339.6250000000	1509.5000000000
ENSMUSG00000053483.13	0.0064988032	0.0033904796	0.0022991739	0.0001770187	0.0004929035	0.0006441041	0.0008466830	0.0002467893	0.0341542988	0.0843778694	8.0000000000	10702.5000000000	1729.3750000000
ENSMUSG00000062963.10	0.0019810543	0.0064117054	0.0025655333	0.0003403263	0.0007689539	0.0002493599	0.0004607383	0.0004789213	0.0922948394	0.0806096648	8.0000000000	13669.5000000000	1424.6250000000
ENSMUSG00000079137.3	0.0010184158	0.0089675274	0.0011786609	0.0007443558	0.0017116024	0.0008186572	0.0003942080	0.0001834971	0.0448198161	0.0110361580	7.0000000000	15622.7138671875	1687.0000000000
ENSMUSG00000087747.1	0.0014593697	0.0141603848	0.0016324776	0.0011985391	0.0027726260	0.0013385528	0.0006019805	0.0002394541	0.0619011436	0.0070895586	6.0000000000	14332.0000000000	1678.1666259766
ENSMUSG00000103983.1	0.0091844634	0.0027823805	0.0418069104	0.0176716031	0.0002103296	0.0006384480	0.0162000608	0.0007190905	0.0075362413	0.0265274346	4.0000000000	10371.2500000000	1854.7500000000
ENSMUSG00000013973.12	0.0114183719	0.0029682234	0.0524187596	0.0219865913	0.0001657369	0.0007914144	0.0201739982	0.0007249089	0.0074134617	0.0330420772	4.0000000000	10838.7500000000	1854.7500000000
ENSMUSG00000013997.10	0.0021589220	0.0005132487	0.0308120003	0.0011353712	0.0001282468	0.0031580280	0.0012120326	0.0000915308	0.0009150919	0.0040506706	5.0000000000	13898.4003906250	2171.1999511719
ENSMUSG00000006412.10	0.0021575309	0.0005127008	0.0308019874	0.0011300883	0.0001285583	0.0031580310	0.0012072502	0.0000915811	0.0009153312	0.0040533205	5.0000000000	13888.7998046875	2171.1999511719
ENSMUSG00000102929.1	0.0020755867	0.0001835328	0.0094777429	0.0002545511	0.0003901329	0.0008409579	0.0003442483	0.0002287201	0.0019846552	0.0124175517	6.0000000000	13595.1669921875	1951.1666259766
ENSMUSG00000045259.4	0.0064965220	0.0003296546	0.0132311808	0.0001809789	0.0014371594	0.0008380650	0.0004678646	0.0008324807	0.0071223773	0.0458707365	7.0000000000	10948.1425781250	1228.4285888672
ENSMUSG00000103727.1	0.0081806925	0.0004723197	0.0182296545	0.0002698563	0.0021419575	0.0009036494	0.0006735628	0.0012534999	0.0107485247	0.0546053496	7.0000000000	10366.4287109375	1228.4285888672
ENSMUSG00000006411.12	0.0203510221	0.0016467195	0.0619306077	0.0009822081	0.0077145015	0.0015482399	0.0023348898	0.0046252856	0.0395542964	0.1058714575	8.0000000000	10629.5000000000	1213.0000000000
ENSMUSG00000048865.16	0.0064871261	0.0002520559	0.0055905074	0.0003400317	0.0006763827	0.0001396634	0.0001547404	0.0016156089	0.0023327893	0.0390551974	6.0000000000	11150.6669921875	1616.1666259766
ENSMUSG00000026641.13	0.0021584891	0.0011265841	0.0023729347	0.0006620474	0.0012772519	0.0011862540	0.0002081315	0.0017180043	0.0007307221	0.1318446661	4.0000000000	10281.5000000000	1017.5000000000
ENSMUSG00000103711.1	0.0007656573	0.0008729571	0.0082700314	0.0003709321	0.0016745326	0.0011672634	0.0001590026	0.0006016337	0.0002727115	0.0446359695	4.0000000000	7724.7500000000	2202.7500000000
ENSMUSG00000097045.1	0.0010170868	0.0059217341	0.0045909059	0.0043387057	0.0506520266	0.0004782522	0.0022673908	0.0023431205	0.0047117724	0.1272750019	6.0000000000	13463.3330078125	1817.6666259766
ENSMUSG00000038235.4	0.0010588706	0.0061824840	0.0046035701	0.0045305745	0.0528976818	0.0004969536	0.0023676776	0.0024457178	0.0049202634	0.1328302372	6.0000000000	13463.3330078125	1817.6666259766
ENSMUSG00000091993.2	0.0029798888	0.0161195372	0.0007624343	0.0001129934	0.0002571536	0.0014436800	0.0002642138	0.0013860382	0.0438738777	0.0657753373	2.0000000000	12495.0000000000	2947.0000000000
ENSMUSG00000094668.1	0.0030207317	0.0161211781	0.0007636853	0.0001131701	0.0002571873	0.0014440830	0.0003046716	0.0013863845	0.0438739935	0.0657753631	2.0000000000	12021.0000000000	2947.0000000000
ENSMUSG00000060244.1	0.0030062929	0.0161205980	0.0007632431	0.0001131076	0.0002571754	0.0014439405	0.0002903689	0.0013862621	0.0438739526	0.0657753540	2.0000000000	12178.5000000000	2947.0000000000
ENSMUSG00000038218.3	0.0003516842	0.0020350986	0.0000955477	0.0000141655	0.0000324612	0.0001821103	0.0000088947	0.0001748637	0.0055417285	0.0083082008	1.0000000000	10345.0000000000	3509.0000000000
ENSMUSG00000004707.14	0.0000000270	0.0000055020	0.0000003747	0.0000000001	0.0000000282	0.0000008074	0.0000000029	0.0000000442	0.0001605642	0.0000000244	1.0000000000	11968.0000000000	162.0000000000
ENSMUSG00000038179.13	0.0000700550	0.0000704061	0.0086275142	0.0000280451	0.0000742913	0.0000176605	0.0000072227	0.0000407047	0.0000007900	0.0000015896	1.0000000000	5419.0000000000	755.0000000000
ENSMUSG00000103219.1	0.0000188631	0.0000217469	0.0023215583	0.0000075460	0.0000200036	0.0000051631	0.0000019448	0.0000109748	0.0000820139	0.0000004401	2.0000000000	13661.5000000000	458.5000000000
ENSMUSG00000098316.1	0.0000767631	0.0000778328	0.0094532763	0.0000307293	0.0000814051	0.0000194517	0.0000079143	0.0000446060	0.0000209530	0.0000017448	2.0000000000	13661.5000000000	458.5000000000
ENSMUSG00000103083.1	0.0026368135	0.0000945436	0.0000110523	0.0013984463	0.0000165579	0.0011061323	0.0001261172	0.0010437629	0.0000168095	0.0329029784	1.0000000000	0.0000000000	667.0000000000
ENSMUSG00000103137.1	0.0018308332	0.0000656450	0.0000076740	0.0009709909	0.0000114967	0.0007680269	0.0000875676	0.0007247217	0.0000116715	0.0228457061	1.0000000000	1824.0000000000	667.0000000000
ENSMUSG00000015355.13	0.0026368135	0.0000945436	0.0000110523	0.0013984463	0.0000165579	0.0011061323	0.0001261172	0.0010437629	0.0000168095	0.0329029784	1.0000000000	0.0000000000	667.0000000000
ENSMUSG00000103883.1	0.0008020143	0.0000287564	0.0000033617	0.0004253520	0.0000050363	0.0003364417	0.0000383598	0.0003174714	0.0000051128	0.0100077839	1.0000000000	5951.0000000000	667.0000000000
ENSMUSG00000015316.11	0.0000132345	0.0000914923	0.0000080381	0.0001195954	0.0000001554	0.0072465676	0.0009298481	0.0000076809	0.0015478477	0.0071985180	1.0000000000	7583.0000000000	1159.0000000000
ENSMUSG00000038147.13	0.0001277362	0.0004972296	0.0003669579	0.0000119879	0.0000033885	0.0000899098	0.0000083087	0.0004579571	0.0000041447	0.0000171876	3.0000000000	5674.3334960938	281.3333435059
ENSMUSG00000026556.15	0.0102212062	0.0012689457	0.0001032378	0.0008924790	0.0000236635	0.0000050262	0.0009217866	0.0002042376	0.0009077119	0.0001925248	2.0000000000	10039.0000000000	1242.5000000000
ENSMUSG00000051251.3	0.0000110488	0.0001031326	0.0001620388	0.0080954566	0.0000620710	0.0000001332	0.0081279114	0.0000161626	0.0082534813	0.0000119259	3.0000000000	17735.6660156250	1278.0000000000
ENSMUSG00000003458.12	0.0003827775	0.0068138330	0.0016304017	0.0001610303	0.0002422176	0.0000114174	0.0005933268	0.0001348211	0.0012588216	0.0001575096	2.0000000000	2048.5000000000	1395.0000000000
ENSMUSG00000026553.17	0.0003832278	0.0068288111	0.0016671796	0.0001614811	0.0002422181	0.0000114201	0.0006240158	0.0001353235	0.0012641925	0.0001576153	2.0000000000	1915.5000000000	1395.0000000000
ENSMUSG00000102779.1	0.0001533163	0.0027188517	0.0006012832	0.0000641106	0.0000974392	0.0000045889	0.0001931252	0.0000534903	0.0004984288	0.0000632065	2.0000000000	7164.5000000000	1395.0000000000
ENSMUSG00000103380.1	0.0000661221	0.0011725837	0.0002593208	0.0000276496	0.0000420235	0.0000019791	0.0000832908	0.0000230693	0.0002149619	0.0000272596	2.0000000000	11369.5000000000	1395.0000000000
ENSMUSG00000003464.13	0.0004793554	0.0053028408	0.0029135618	0.0000381659	0.0000963053	0.0008416144	0.0017159863	0.0000867912	0.0029500176	0.0074075690	4.0000000000	10075.5000000000	3676.0000000000
ENSMUSG00000089803.3	0.0034898915	0.0587246171	0.1033570767	0.0009270599	0.0003062319	0.0196374251	0.0501176140	0.0011002407	0.0645450545	0.1010747715	8.0000000000	14021.6250000000	1944.7500000000
ENSMUSG00000026554.15	0.0040932963	0.0405325356	0.1370603618	0.0011972106	0.0002720165	0.0251541758	0.0649904788	0.0013334900	0.0712537310	0.0744751000	8.0000000000	13440.5000000000	1944.7500000000
ENSMUSG00000013698.12	0.0133297394	0.0111831429	0.0275914353	0.0258286783	0.0030464155	0.0009232062	0.0062195917	0.0051506931	0.0245591553	0.1438780369	5.0000000000	10371.7998046875	2070.1999511719
ENSMUSG00000007122.11	0.0017000986	0.0104064694	0.0065126748	0.0022044270	0.0003413729	0.0002759051	0.0008509337	0.0004924641	0.0190674000	0.0473326595	5.0000000000	8699.7998046875	2070.1999511719
ENSMUSG00000092085.1	0.0043400585	0.0060357306	0.0097154692	0.0081494441	0.0009937678	0.0003512866	0.0021430679	0.0016394038	0.0184514430	0.0532754814	5.0000000000	9043.5996093750	2070.1999511719
ENSMUSG00000103617.1	0.0000860579	0.0121409166	0.0069910052	0.0000423347	0.0001128308	0.0002890345	0.0000323513	0.0000899624	0.0022573330	0.0100899284	3.0000000000	14075.0000000000	1159.6666259766
ENSMUSG00000007097.14	0.0051083405	0.0010625844	0.0110201543	0.0175514337	0.0003999900	0.0019162140	0.0084775844	0.0011672515	0.0183449985	0.0944289303	5.0000000000	5862.0000000000	1992.0000000000
ENSMUSG00000038026.12	0.0009463194	0.0001837689	0.0028714118	0.0000308384	0.0001046460	0.0003047206	0.0015479538	0.0003140008	0.0047609260	0.0089259237	2.0000000000	14213.5000000000	4473.5000000000
ENSMUSG00000102413.1	0.0033532549	0.0006509842	0.0101722765	0.0001102443	0.0003707036	0.0010794377	0.0054834527	0.0011123249	0.0168650296	0.0316190513	3.0000000000	12772.3330078125	3039.0000000000
ENSMUSG00000044708.5	0.0000009092	0.0000139949	0.0000100333	0.0000000847	0.0000013976	0.0000000044	0.0000022468	0.0000091092	0.0000113333	0.0006288923	1.0000000000	23240.0000000000	823.0000000000
ENSMUSG00000050229.3	0.0074828612	0.0037342637	0.0016540753	0.0005410979	0.0005130110	0.0327553660	0.0115229397	0.0012969697	0.0146531352	0.1069158160	5.0000000000	5100.0000000000	1478.0000000000
ENSMUSG00000102278.1	0.0005849703	0.0005039589	0.0001820035	0.0000496899	0.0000383559	0.0025824791	0.0006486791	0.0000966079	0.0009970429	0.0104768182	4.0000000000	15744.2500000000	1641.7500000000
ENSMUSG00000103357.1	0.0003049488	0.0003609435	0.0004726552	0.0000619649	0.0296027445	0.0002266711	0.0000027126	0.0001236274	0.0082582917	0.0436459696	4.0000000000	11210.7500000000	665.2500000000
ENSMUSG00000026548.4	0.0006571505	0.0001295088	0.0008323265	0.0000452585	0.0012202812	0.0068314439	0.0000502157	0.0001276356	0.0157099707	0.0103759778	8.0000000000	13956.7500000000	1183.7500000000
ENSMUSG00000037995.15	0.0021966435	0.0003832809	0.0012854075	0.0001377536	0.0005550982	0.0246731887	0.0001723991	0.0004335099	0.0557924973	0.0320429826	6.0000000000	7812.3334960938	1419.5000000000
ENSMUSG00000026547.15	0.0282840434	0.0019879543	0.0264428975	0.0017764890	0.0047906716	0.0810006712	0.0034387461	0.0042825557	0.0241122785	0.2709989199	9.0000000000	14108.4443359375	1674.2221679688
ENSMUSG00000104351.1	0.0747750004	0.0041599829	0.0061947716	0.0037183161	0.0014230213	0.0152900616	0.0213809608	0.0019426088	0.0682706868	0.1210566305	8.0000000000	12271.0000000000	1758.8750000000
ENSMUSG00000026546.16	0.0877537057	0.0024596016	0.0032303493	0.0017046891	0.0009161934	0.0057784575	0.0092456322	0.0009422066	0.0253805567	0.0957305376	6.0000000000	6374.5000000000	2080.1667480469
ENSMUSG00000085184.9	0.0212837662	0.0069948597	0.0353663454	0.0296166555	0.0007797419	0.0019989603	0.0227022818	0.0007797878	0.0048436227	0.1478082738	5.0000000000	3636.3999023438	1972.0000000000
ENSMUSG00000049598.9	0.0247900000	0.0094025331	0.0371578256	0.0218146204	0.0009779578	0.0020822213	0.0154238981	0.0008623255	0.0046379744	0.1740579937	6.0000000000	6197.6665039062	1751.5000000000
ENSMUSG00000026544.6	0.0035865735	0.0163828821	0.0023138774	0.0000176330	0.0004438629	0.0251107420	0.0002372419	0.0033109854	0.0142398674	0.0830865346	3.0000000000	2298.6667480469	1070.3333740234
ENSMUSG00000060128.5	0.0003325047	0.0001324813	0.0000536791	0.0000775304	0.0000037763	0.0000424562	0.0000068505	0.0000082331	0.0000210504	0.0000009688	1.0000000000	9362.0000000000	1050.0000000000
ENSMUSG00000088813.1	0.0000158894	0.0000063309	0.0000025652	0.0000037050	0.0000001805	0.0000020289	0.0000003274	0.0000003934	0.0000010059	0.0000000463	1.0000000000	24567.0000000000	1050.0000000000
ENSMUSG00000037942.5	0.0000081807	0.0001645423	0.0000683004	0.0000182062	0.0000096727	0.0000326892	0.0000014205	0.0000073819	0.0000515417	0.0000000360	1.0000000000	13698.0000000000	954.0000000000
ENSMUSG00000037849.7	0.0000061073	0.0000385320	0.0002358457	0.0000000685	0.0000000222	0.0000001141	0.0000135825	0.0000001519	0.0000001553	0.0000007030	1.0000000000	0.0000000000	257.0000000000
ENSMUSG00000070501.13	0.0000028034	0.0000010578	0.0000323489	0.0000000055	0.0000000039	0.0000000542	0.0000015948	0.0000000911	0.0000000323	0.0000000156	1.0000000000	14395.0000000000	259.0000000000
ENSMUSG00000073491.10	0.0001604949	0.0001314123	0.0002544337	0.0000005775	0.0000001959	0.0000047286	0.0000164774	0.0000015838	0.0072125487	0.0000043324	2.0000000000	11941.0000000000	355.0000000000
ENSMUSG00000043263.13	0.0000001175	0.0001385261	0.0003265800	0.0000026217	0.0000000157	0.0000018422	0.0000002822	0.0000014137	0.0000003378	0.0000002071	1.0000000000	7682.0000000000	441.0000000000
ENSMUSG00000106299.1	0.0000000093	0.0000109754	0.0000258749	0.0000002077	0.0000000012	0.0000001460	0.0000000224	0.0000001120	0.0000000268	0.0000000164	1.0000000000	20359.0000000000	441.0000000000
ENSMUSG00000066677.11	0.0000794092	0.0000549763	0.0002867463	0.0000109250	0.0000000522	0.0000570523	0.0000134102	0.0000001565	0.0000002803	0.0000006929	1.0000000000	75.0000000000	368.0000000000
